timestamp,open,high,low,close,sma,rsi,macd,bb_lower,bb_upper,percent_k,percent_d
2023-06-12,1.07447,1.07901,1.07329,1.07565,1.0892539999999997,37.00258397932821,-0.005410448717949379,1.0785372360069154,1.1011517639930835,8.449695667740484,15.201496800875551
2023-06-13,1.07568,1.08235,1.07557,1.07887,1.090746,38.99074242149219,-0.005921602564102679,1.080956194649545,1.1011628053504552,12.865497076023619,34.47500452469558
2023-06-14,1.0789,1.0864,1.0773,1.08311,1.0924570000000002,45.55061179087886,-0.00688775641025563,1.082892743813253,1.1013902561867477,24.2892976588631,49.95700963780413
2023-06-15,1.0831,1.09527,1.0802,1.09413,1.093271,59.56368444248566,-0.0074165384615378915,1.0815473011625092,1.105706698837491,66.27021883920062,58.28542827532601
2023-06-16,1.09413,1.09707,1.09178,1.09401,1.092483,55.35897963382013,-0.00838198717948746,1.0776337768340458,1.1124422231659532,59.31151241534939,51.70874818606868
2023-06-19,1.09385,1.09462,1.0905,1.09213,1.092156,46.07031106202837,-0.009361858974359372,1.0753301305910594,1.1176088694089406,49.27455357142878,59.95163690476178
2023-06-20,1.09213,1.09462,1.0891,1.09164,1.0920429999999997,42.76006272869835,-0.010440448717949469,1.073960897026643,1.1221191029733577,46.54017857142824,64.5252417101683
2023-06-21,1.0917,1.0991,1.0904,1.09836,1.0916699999999993,47.901620144446525,-0.011331730769230886,1.07344242651281,1.1257475734871902,84.04017857142824,55.30320366374235
2023-06-22,1.09838,1.10122,1.09483,1.09554,1.0903789999999987,35.7707509881423,-0.011467371794871672,1.0730700684634291,1.1282819315365709,62.995367987647924,33.41862550901078
2023-06-23,1.09548,1.09585,1.08443,1.0891,1.0897049999999993,23.946089954552548,-0.011327948717948066,1.0735336165331,1.1296033834668995,18.87406443215099,22.681559818218375
2023-06-26,1.08998,1.09201,1.08873,1.09057,1.0904349999999994,24.397253712278413,-0.010784038461538303,1.0749314828129501,1.1305405171870488,18.386444107233398,22.76346138075799
2023-06-27,1.09056,1.09768,1.0902,1.09598,1.0913730000000001,26.290433585684752,-0.009362179487179212,1.0762534039195504,1.1307885960804482,30.78417091527071,18.85536332995768
2023-06-28,1.09603,1.09627,1.08967,1.09125,1.0918260000000004,20.94482376822289,-0.007081217948717855,1.0769486688614291,1.1310653311385694,19.119769119769337,14.194695698760976
2023-06-29,1.09129,1.09414,1.08599,1.08625,1.0939830000000001,17.536092396535054,-0.00460307692307671,1.07840290699076,1.1313520930092387,6.662149954832885,13.617886178861832
2023-06-30,1.08639,1.09318,1.0835,1.09074,1.0975929999999992,29.047178538390227,-0.0020521153846149165,1.080135218474192,1.1307587815258056,16.802168021680437,14.86750978620906
2023-07-03,1.09076,1.09339,1.087,1.091,1.1007829999999998,30.4038004750594,0.0002472435897435954,1.0815000547562004,1.1304669452437983,17.38934056007232,10.885275519421763
2023-07-04,1.09102,1.09163,1.0875,1.08791,1.104037000000001,34.123140781736225,0.0024949358974357683,1.0827166258599925,1.1301183741400072,10.41102077687442,9.229147847033952
2023-07-05,1.08793,1.09079,1.085,1.08545,1.107520000000001,31.89701412479897,0.004245961538461351,1.0848517804474236,1.1293732195525767,4.855465221319086,13.680567979273897
2023-07-06,1.08543,1.09006,1.0833,1.0888,1.1109730000000013,32.12099387828597,0.006012884615384406,1.0866408073504144,1.128420192649587,12.420957542908871,17.80404082641174
